doctor_id,name,gender,location,specialties
343,Dr. Anil Sahu,Female,"Vizianagaram, Andhra Pradesh",Dermatology
344,Dr. Suman Mishra,Female,"Vizianagaram, Andhra Pradesh",Cardiology
345,Dr. Rakesh Kumar,Female,"Vizianagaram, Andhra Pradesh",Neurology
346,Dr. Nidhi Verma,Female,"Vizianagaram, Andhra Pradesh",Orthopedics
347,Dr. Amit Sinha,Female,"Vizianagaram, Andhra Pradesh",ENT
348,Dr. Seema Gupta,Female,"Vizianagaram, Andhra Pradesh",Pulmonology
349,Dr. Dinesh Kumar,Female,"Vizianagaram, Andhra Pradesh",Gastroenterology
350,Dr. Pooja Singh,Female,"Vizianagaram, Andhra Pradesh",Endocrinology
351,Dr. Rajesh Sharma,Female,"Vizianagaram, Andhra Pradesh",Psychiatry
352,Dr. Priya Reddy,Female,"Vizianagaram, Andhra Pradesh",Ophthalmology
353,Dr. Anil Kumar,Female,"Vizianagaram, Andhra Pradesh",Dentistry
354,Dr. Sunita Singh,Female,"Vizianagaram, Andhra Pradesh",Gynecology
355,Dr. Suresh Gupta,Female,"Vizianagaram, Andhra Pradesh",Urology
356,Dr. Meena Joshi,Female,"Vizianagaram, Andhra Pradesh",Nephrology
357,Dr. Amitabh Verma,Female,"Vizianagaram, Andhra Pradesh",Oncology
358,Dr. Kavita Mishra,Female,"Vizianagaram, Andhra Pradesh",Surgery
359,Dr. Manoj Sinha,Female,"Vizianagaram, Andhra Pradesh",Fever
360,Dr. Neha Pandey,Female,"Vizianagaram, Andhra Pradesh",Cough
361,Dr. Rakesh Yadav,Female,"Vizianagaram, Andhra Pradesh",Cold
362,Dr. Swati Jha,Female,"Vizianagaram, Andhra Pradesh",Headache
363,Dr. Sanjay Das,Female,"Vizianagaram, Andhra Pradesh",Stomach Pain
364,Dr. Pooja Agarwal,Female,"Vizianagaram, Andhra Pradesh",Back Pain
365,Dr. Ajay Kumar,Female,"Vizianagaram, Andhra Pradesh",Diabetes
366,Dr. Shalini Rao,Female,"Vizianagaram, Andhra Pradesh",Hypertension
367,Dr. Deepak Singh,Female,"Vizianagaram, Andhra Pradesh",Asthma
368,Dr. Ritu Sinha,Female,"Vizianagaram, Andhra Pradesh",Allergy
369,Dr. Arvind Patel,Female,"Vizianagaram, Andhra Pradesh",Migraine
370,Dr. Sneha Chatterjee,Female,"Vizianagaram, Andhra Pradesh",Skin Rash
371,Dr. Vikram Chauhan,Female,"Vizianagaram, Andhra Pradesh",Chest Pain
372,Dr. Nisha Jain,Female,"Vizianagaram, Andhra Pradesh",Joint Pain
373,Dr. Alok Tripathi,Female,"Vizianagaram, Andhra Pradesh",Infection
374,Dr. Ramesh Babu,Female,"Vizianagaram, Andhra Pradesh",Weakness
375,Dr. Vandana Iyer,Female,"West Godavari, Andhra Pradesh",General Medicine
376,Dr. Gaurav Saxena,Female,"West Godavari, Andhra Pradesh",Pediatrics
377,Dr. Shweta Menon,Female,"West Godavari, Andhra Pradesh",Dermatology
378,Dr. Pradeep Joshi,Female,"West Godavari, Andhra Pradesh",Cardiology
379,Dr. Anju Thomas,Female,"West Godavari, Andhra Pradesh",Neurology
380,Dr. Sandeep Kaur,Female,"West Godavari, Andhra Pradesh",Orthopedics
381,Dr. Manoj Pillai,Female,"West Godavari, Andhra Pradesh",ENT
382,Dr. Ruchi Sinha,Female,"West Godavari, Andhra Pradesh",Pulmonology
383,Dr. Ashok Mehta,Female,"West Godavari, Andhra Pradesh",Gastroenterology
384,Dr. Jyoti Rani,Female,"West Godavari, Andhra Pradesh",Endocrinology
385,Dr. Kiran Desai,Female,"West Godavari, Andhra Pradesh",Psychiatry
386,Dr. Pankaj Dubey,Female,"West Godavari, Andhra Pradesh",Ophthalmology
387,Dr. Smita Kulkarni,Female,"West Godavari, Andhra Pradesh",Dentistry
388,Dr. Abhishek Singh,Female,"West Godavari, Andhra Pradesh",Gynecology
389,Dr. Radhika Nair,Female,"West Godavari, Andhra Pradesh",Urology
390,Dr. Mohan Rao,Female,"West Godavari, Andhra Pradesh",Nephrology
391,Dr. Preeti Sharma,Female,"West Godavari, Andhra Pradesh",Oncology
392,Dr. Yogesh Patil,Female,"West Godavari, Andhra Pradesh",Surgery
393,Dr. Anil Sahu,Female,"West Godavari, Andhra Pradesh",Fever
394,Dr. Suman Mishra,Female,"West Godavari, Andhra Pradesh",Cough
395,Dr. Rakesh Kumar,Female,"West Godavari, Andhra Pradesh",Cold
396,Dr. Nidhi Verma,Female,"West Godavari, Andhra Pradesh",Headache
397,Dr. Amit Sinha,Female,"West Godavari, Andhra Pradesh",Stomach Pain
398,Dr. Seema Gupta,Female,"West Godavari, Andhra Pradesh",Back Pain
399,Dr. Dinesh Kumar,Female,"West Godavari, Andhra Pradesh",Diabetes
400,Dr. Pooja Singh,Female,"West Godavari, Andhra Pradesh",Hypertension
401,Dr. Rajesh Sharma,Female,"West Godavari, Andhra Pradesh",Asthma
402,Dr. Priya Reddy,Female,"West Godavari, Andhra Pradesh",Allergy
403,Dr. Anil Kumar,Female,"West Godavari, Andhra Pradesh",Migraine
404,Dr. Sunita Singh,Female,"West Godavari, Andhra Pradesh",Skin Rash
405,Dr. Suresh Gupta,Female,"West Godavari, Andhra Pradesh",Chest Pain
406,Dr. Meena Joshi,Female,"West Godavari, Andhra Pradesh",Joint Pain
407,Dr. Amitabh Verma,Female,"West Godavari, Andhra Pradesh",Infection
408,Dr. Kavita Mishra,Female,"West Godavari, Andhra Pradesh",Weakness
409,Dr. Manoj Sinha,Female,"Kadapa, Andhra Pradesh",General Medicine
410,Dr. Neha Pandey,Female,"Kadapa, Andhra Pradesh",Pediatrics
411,Dr. Rakesh Yadav,Female,"Kadapa, Andhra Pradesh",Dermatology
412,Dr. Swati Jha,Female,"Kadapa, Andhra Pradesh",Cardiology
413,Dr. Sanjay Das,Female,"Kadapa, Andhra Pradesh",Neurology
414,Dr. Pooja Agarwal,Female,"Kadapa, Andhra Pradesh",Orthopedics
415,Dr. Ajay Kumar,Female,"Kadapa, Andhra Pradesh",ENT
416,Dr. Shalini Rao,Female,"Kadapa, Andhra Pradesh",Pulmonology
417,Dr. Deepak Singh,Female,"Kadapa, Andhra Pradesh",Gastroenterology
418,Dr. Ritu Sinha,Female,"Kadapa, Andhra Pradesh",Endocrinology
419,Dr. Arvind Patel,Female,"Kadapa, Andhra Pradesh",Psychiatry
420,Dr. Sneha Chatterjee,Female,"Kadapa, Andhra Pradesh",Ophthalmology
421,Dr. Vikram Chauhan,Female,"Kadapa, Andhra Pradesh",Dentistry
422,Dr. Nisha Jain,Female,"Kadapa, Andhra Pradesh",Gynecology
423,Dr. Alok Tripathi,Female,"Kadapa, Andhra Pradesh",Urology
424,Dr. Ramesh Babu,Female,"Kadapa, Andhra Pradesh",Nephrology
425,Dr. Vandana Iyer,Female,"Kadapa, Andhra Pradesh",Oncology
426,Dr. Gaurav Saxena,Female,"Kadapa, Andhra Pradesh",Surgery
427,Dr. Shweta Menon,Female,"Kadapa, Andhra Pradesh",Fever
428,Dr. Pradeep Joshi,Female,"Kadapa, Andhra Pradesh",Cough
429,Dr. Anju Thomas,Female,"Kadapa, Andhra Pradesh",Cold
430,Dr. Sandeep Kaur,Female,"Kadapa, Andhra Pradesh",Headache
431,Dr. Manoj Pillai,Female,"Kadapa, Andhra Pradesh",Stomach Pain
432,Dr. Ruchi Sinha,Female,"Kadapa, Andhra Pradesh",Back Pain
433,Dr. Ashok Mehta,Female,"Kadapa, Andhra Pradesh",Diabetes
434,Dr. Jyoti Rani,Female,"Kadapa, Andhra Pradesh",Hypertension
435,Dr. Kiran Desai,Female,"Kadapa, Andhra Pradesh",Asthma
436,Dr. Pankaj Dubey,Female,"Kadapa, Andhra Pradesh",Allergy
437,Dr. Smita Kulkarni,Female,"Kadapa, Andhra Pradesh",Migraine
438,Dr. Abhishek Singh,Female,"Kadapa, Andhra Pradesh",Skin Rash
439,Dr. Radhika Nair,Female,"Kadapa, Andhra Pradesh",Chest Pain
440,Dr. Mohan Rao,Female,"Kadapa, Andhra Pradesh",Joint Pain
441,Dr. Preeti Sharma,Female,"Kadapa, Andhra Pradesh",Infection
442,Dr. Yogesh Patil,Female,"Kadapa, Andhra Pradesh",Weakness
443,Dr. Anil Sahu,Female,"Peddapuram, Andhra Pradesh",General Medicine
444,Dr. Suman Mishra,Female,"Peddapuram, Andhra Pradesh",Pediatrics
445,Dr. Rakesh Kumar,Female,"Peddapuram, Andhra Pradesh",Dermatology
446,Dr. Nidhi Verma,Female,"Peddapuram, Andhra Pradesh",Cardiology
447,Dr. Amit Sinha,Female,"Peddapuram, Andhra Pradesh",Neurology
448,Dr. Seema Gupta,Female,"Peddapuram, Andhra Pradesh",Orthopedics
449,Dr. Dinesh Kumar,Female,"Peddapuram, Andhra Pradesh",ENT
450,Dr. Pooja Singh,Female,"Peddapuram, Andhra Pradesh",Pulmonology
451,Dr. Rajesh Sharma,Female,"Peddapuram, Andhra Pradesh",Gastroenterology
452,Dr. Priya Reddy,Female,"Peddapuram, Andhra Pradesh",Endocrinology
453,Dr. Anil Kumar,Female,"Peddapuram, Andhra Pradesh",Psychiatry
454,Dr. Sunita Singh,Female,"Peddapuram, Andhra Pradesh",Ophthalmology
455,Dr. Suresh Gupta,Female,"Peddapuram, Andhra Pradesh",Dentistry
456,Dr. Meena Joshi,Female,"Peddapuram, Andhra Pradesh",Gynecology
457,Dr. Amitabh Verma,Female,"Peddapuram, Andhra Pradesh",Urology
458,Dr. Kavita Mishra,Female,"Peddapuram, Andhra Pradesh",Nephrology
459,Dr. Manoj Sinha,Female,"Peddapuram, Andhra Pradesh",Oncology
460,Dr. Neha Pandey,Female,"Peddapuram, Andhra Pradesh",Surgery
461,Dr. Rakesh Yadav,Female,"Peddapuram, Andhra Pradesh",Fever
462,Dr. Swati Jha,Female,"Peddapuram, Andhra Pradesh",Cough
463,Dr. Sanjay Das,Female,"Peddapuram, Andhra Pradesh",Cold
464,Dr. Pooja Agarwal,Female,"Peddapuram, Andhra Pradesh",Headache
465,Dr. Ajay Kumar,Female,"Peddapuram, Andhra Pradesh",Stomach Pain
466,Dr. Shalini Rao,Female,"Peddapuram, Andhra Pradesh",Back Pain
467,Dr. Deepak Singh,Female,"Peddapuram, Andhra Pradesh",Diabetes
468,Dr. Ritu Sinha,Female,"Peddapuram, Andhra Pradesh",Hypertension
469,Dr. Arvind Patel,Female,"Peddapuram, Andhra Pradesh",Asthma
470,Dr. Sneha Chatterjee,Female,"Peddapuram, Andhra Pradesh",Allergy
471,Dr. Vikram Chauhan,Female,"Peddapuram, Andhra Pradesh",Migraine
472,Dr. Nisha Jain,Female,"Peddapuram, Andhra Pradesh",Skin Rash
473,Dr. Alok Tripathi,Female,"Peddapuram, Andhra Pradesh",Chest Pain
474,Dr. Ramesh Babu,Female,"Peddapuram, Andhra Pradesh",Joint Pain
475,Dr. Vandana Iyer,Female,"Peddapuram, Andhra Pradesh",Infection
476,Dr. Gaurav Saxena,Female,"Peddapuram, Andhra Pradesh",Weakness
477,Dr. Shweta Menon,Female,"Araria, Bihar",General Medicine
478,Dr. Pradeep Joshi,Female,"Araria, Bihar",Pediatrics
479,Dr. Anju Thomas,Female,"Araria, Bihar",Dermatology
480,Dr. Sandeep Kaur,Female,"Araria, Bihar",Cardiology
481,Dr. Manoj Pillai,Female,"Araria, Bihar",Neurology
482,Dr. Ruchi Sinha,Female,"Araria, Bihar",Orthopedics
483,Dr. Ashok Mehta,Female,"Araria, Bihar",ENT
484,Dr. Jyoti Rani,Female,"Araria, Bihar",Pulmonology
485,Dr. Kiran Desai,Female,"Araria, Bihar",Gastroenterology
486,Dr. Pankaj Dubey,Female,"Araria, Bihar",Endocrinology
487,Dr. Smita Kulkarni,Female,"Araria, Bihar",Psychiatry
488,Dr. Abhishek Singh,Female,"Araria, Bihar",Ophthalmology
489,Dr. Radhika Nair,Female,"Araria, Bihar",Dentistry
490,Dr. Mohan Rao,Female,"Araria, Bihar",Gynecology
491,Dr. Preeti Sharma,Female,"Araria, Bihar",Urology
492,Dr. Yogesh Patil,Female,"Araria, Bihar",Nephrology
493,Dr. Anil Sahu,Female,"Araria, Bihar",Oncology
494,Dr. Suman Mishra,Female,"Araria, Bihar",Surgery
495,Dr. Rakesh Kumar,Female,"Araria, Bihar",Fever
496,Dr. Nidhi Verma,Female,"Araria, Bihar",Cough
497,Dr. Amit Sinha,Female,"Araria, Bihar",Cold
498,Dr. Seema Gupta,Female,"Araria, Bihar",Headache
499,Dr. Dinesh Kumar,Female,"Araria, Bihar",Stomach Pain
500,Dr. Pooja Singh,Female,"Araria, Bihar",Back Pain
501,Dr. Rajesh Sharma,Female,"Araria, Bihar",Diabetes
502,Dr. Priya Reddy,Female,"Araria, Bihar",Hypertension
503,Dr. Anil Kumar,Female,"Araria, Bihar",Asthma
504,Dr. Sunita Singh,Female,"Araria, Bihar",Allergy
505,Dr. Suresh Gupta,Female,"Araria, Bihar",Migraine
506,Dr. Meena Joshi,Female,"Araria, Bihar",Skin Rash
507,Dr. Amitabh Verma,Female,"Araria, Bihar",Chest Pain
508,Dr. Kavita Mishra,Female,"Araria, Bihar",Joint Pain
509,Dr. Manoj Sinha,Female,"Araria, Bihar",Infection
510,Dr. Neha Pandey,Female,"Araria, Bihar",Weakness
511,Dr. Rakesh Yadav,Female,"Arwal, Bihar",General Medicine
512,Dr. Swati Jha,Female,"Arwal, Bihar",Pediatrics
513,Dr. Sanjay Das,Female,"Arwal, Bihar",Dermatology
514,Dr. Pooja Agarwal,Female,"Arwal, Bihar",Cardiology
515,Dr. Ajay Kumar,Female,"Arwal, Bihar",Neurology
516,Dr. Shalini Rao,Female,"Arwal, Bihar",Orthopedics
517,Dr. Deepak Singh,Female,"Arwal, Bihar",ENT
518,Dr. Ritu Sinha,Female,"Arwal, Bihar",Pulmonology
519,Dr. Arvind Patel,Female,"Arwal, Bihar",Gastroenterology
520,Dr. Sneha Chatterjee,Female,"Arwal, Bihar",Endocrinology
521,Dr. Vikram Chauhan,Female,"Arwal, Bihar",Psychiatry
522,Dr. Nisha Jain,Female,"Arwal, Bihar",Ophthalmology
523,Dr. Alok Tripathi,Female,"Arwal, Bihar",Dentistry
524,Dr. Ramesh Babu,Female,"Arwal, Bihar",Gynecology
525,Dr. Vandana Iyer,Female,"Arwal, Bihar",Urology
526,Dr. Gaurav Saxena,Female,"Arwal, Bihar",Nephrology
527,Dr. Shweta Menon,Female,"Arwal, Bihar",Oncology
528,Dr. Pradeep Joshi,Female,"Arwal, Bihar",Surgery
529,Dr. Anju Thomas,Female,"Arwal, Bihar",Fever
530,Dr. Sandeep Kaur,Female,"Arwal, Bihar",Cough
531,Dr. Manoj Pillai,Female,"Arwal, Bihar",Cold
532,Dr. Ruchi Sinha,Female,"Arwal, Bihar",Headache
533,Dr. Ashok Mehta,Female,"Arwal, Bihar",Stomach Pain
534,Dr. Jyoti Rani,Female,"Arwal, Bihar",Back Pain
535,Dr. Kiran Desai,Female,"Arwal, Bihar",Diabetes
536,Dr. Pankaj Dubey,Female,"Arwal, Bihar",Hypertension
537,Dr. Smita Kulkarni,Female,"Arwal, Bihar",Asthma
538,Dr. Abhishek Singh,Female,"Arwal, Bihar",Allergy
539,Dr. Radhika Nair,Female,"Arwal, Bihar",Migraine
540,Dr. Mohan Rao,Female,"Arwal, Bihar",Skin Rash
541,Dr. Preeti Sharma,Female,"Arwal, Bihar",Chest Pain
542,Dr. Yogesh Patil,Female,"Arwal, Bihar",Joint Pain
543,Dr. Anil Sahu,Female,"Arwal, Bihar",Infection
544,Dr. Suman Mishra,Female,"Arwal, Bihar",Weakness
545,Dr. Rakesh Kumar,Female,"Aurangabad, Bihar",General Medicine
546,Dr. Nidhi Verma,Female,"Aurangabad, Bihar",Pediatrics
547,Dr. Amit Sinha,Female,"Aurangabad, Bihar",Dermatology
548,Dr. Seema Gupta,Female,"Aurangabad, Bihar",Cardiology
549,Dr. Dinesh Kumar,Female,"Aurangabad, Bihar",Neurology
550,Dr. Pooja Singh,Female,"Aurangabad, Bihar",Orthopedics
551,Dr. Rajesh Sharma,Female,"Aurangabad, Bihar",ENT
552,Dr. Priya Reddy,Female,"Aurangabad, Bihar",Pulmonology
553,Dr. Anil Kumar,Female,"Aurangabad, Bihar",Gastroenterology
554,Dr. Sunita Singh,Female,"Aurangabad, Bihar",Endocrinology
555,Dr. Suresh Gupta,Female,"Aurangabad, Bihar",Psychiatry
556,Dr. Meena Joshi,Female,"Aurangabad, Bihar",Ophthalmology
557,Dr. Amitabh Verma,Female,"Aurangabad, Bihar",Dentistry
558,Dr. Kavita Mishra,Female,"Aurangabad, Bihar",Gynecology
559,Dr. Manoj Sinha,Female,"Aurangabad, Bihar",Urology
560,Dr. Neha Pandey,Female,"Aurangabad, Bihar",Nephrology
561,Dr. Rakesh Yadav,Female,"Aurangabad, Bihar",Oncology
562,Dr. Swati Jha,Female,"Aurangabad, Bihar",Surgery
563,Dr. Sanjay Das,Female,"Aurangabad, Bihar",Fever
564,Dr. Pooja Agarwal,Female,"Aurangabad, Bihar",Cough
565,Dr. Ajay Kumar,Female,"Aurangabad, Bihar",Cold
566,Dr. Shalini Rao,Female,"Aurangabad, Bihar",Headache
567,Dr. Deepak Singh,Female,"Aurangabad, Bihar",Stomach Pain
568,Dr. Ritu Sinha,Female,"Aurangabad, Bihar",Back Pain
569,Dr. Arvind Patel,Female,"Aurangabad, Bihar",Diabetes
570,Dr. Sneha Chatterjee,Female,"Aurangabad, Bihar",Hypertension
571,Dr. Vikram Chauhan,Female,"Aurangabad, Bihar",Asthma
572,Dr. Nisha Jain,Female,"Aurangabad, Bihar",Allergy
573,Dr. Alok Tripathi,Female,"Aurangabad, Bihar",Migraine
574,Dr. Ramesh Babu,Female,"Aurangabad, Bihar",Skin Rash
575,Dr. Vandana Iyer,Female,"Aurangabad, Bihar",Chest Pain
576,Dr. Gaurav Saxena,Female,"Aurangabad, Bihar",Joint Pain
577,Dr. Shweta Menon,Female,"Aurangabad, Bihar",Infection
578,Dr. Pradeep Joshi,Female,"Aurangabad, Bihar",Weakness
579,Dr. Anju Thomas,Female,"Banka, Bihar",General Medicine
580,Dr. Sandeep Kaur,Female,"Banka, Bihar",Pediatrics
581,Dr. Manoj Pillai,Female,"Banka, Bihar",Dermatology
582,Dr. Ruchi Sinha,Female,"Banka, Bihar",Cardiology
583,Dr. Ashok Mehta,Female,"Banka, Bihar",Neurology
584,Dr. Jyoti Rani,Female,"Banka, Bihar",Orthopedics
585,Dr. Kiran Desai,Female,"Banka, Bihar",ENT
586,Dr. Pankaj Dubey,Female,"Banka, Bihar",Pulmonology
587,Dr. Smita Kulkarni,Female,"Banka, Bihar",Gastroenterology
588,Dr. Abhishek Singh,Female,"Banka, Bihar",Endocrinology
589,Dr. Radhika Nair,Female,"Banka, Bihar",Psychiatry
590,Dr. Mohan Rao,Female,"Banka, Bihar",Ophthalmology
591,Dr. Preeti Sharma,Female,"Banka, Bihar",Dentistry
592,Dr. Yogesh Patil,Female,"Banka, Bihar",Gynecology
593,Dr. Anil Sahu,Female,"Banka, Bihar",Urology
594,Dr. Suman Mishra,Female,"Banka, Bihar",Nephrology
595,Dr. Rakesh Kumar,Female,"Banka, Bihar",Oncology
596,Dr. Nidhi Verma,Female,"Banka, Bihar",Surgery
597,Dr. Amit Sinha,Female,"Banka, Bihar",Fever
598,Dr. Seema Gupta,Female,"Banka, Bihar",Cough
599,Dr. Dinesh Kumar,Female,"Banka, Bihar",Cold
600,Dr. Pooja Singh,Female,"Banka, Bihar",Headache
601,Dr. Rajesh Sharma,Female,"Banka, Bihar",Stomach Pain
602,Dr. Priya Reddy,Female,"Banka, Bihar",Back Pain
603,Dr. Anil Kumar,Female,"Banka, Bihar",Diabetes
604,Dr. Sunita Singh,Female,"Banka, Bihar",Hypertension
605,Dr. Suresh Gupta,Female,"Banka, Bihar",Asthma
606,Dr. Meena Joshi,Female,"Banka, Bihar",Allergy
607,Dr. Amitabh Verma,Female,"Banka, Bihar",Migraine
608,Dr. Kavita Mishra,Female,"Banka, Bihar",Skin Rash
609,Dr. Manoj Sinha,Female,"Banka, Bihar",Chest Pain
610,Dr. Neha Pandey,Female,"Banka, Bihar",Joint Pain
611,Dr. Rakesh Yadav,Female,"Banka, Bihar",Infection
612,Dr. Swati Jha,Female,"Banka, Bihar",Weakness
613,Dr. Sanjay Das,Female,"Begusarai, Bihar",General Medicine
614,Dr. Pooja Agarwal,Female,"Begusarai, Bihar",Pediatrics
615,Dr. Ajay Kumar,Female,"Begusarai, Bihar",Dermatology
616,Dr. Shalini Rao,Female,"Begusarai, Bihar",Cardiology
617,Dr. Deepak Singh,Female,"Begusarai, Bihar",Neurology
618,Dr. Ritu Sinha,Female,"Begusarai, Bihar",Orthopedics
619,Dr. Arvind Patel,Female,"Begusarai, Bihar",ENT
620,Dr. Sneha Chatterjee,Female,"Begusarai, Bihar",Pulmonology
621,Dr. Vikram Chauhan,Female,"Begusarai, Bihar",Gastroenterology
622,Dr. Nisha Jain,Female,"Begusarai, Bihar",Endocrinology
623,Dr. Alok Tripathi,Female,"Begusarai, Bihar",Psychiatry
624,Dr. Ramesh Babu,Female,"Begusarai, Bihar",Ophthalmology
625,Dr. Vandana Iyer,Female,"Begusarai, Bihar",Dentistry
626,Dr. Gaurav Saxena,Female,"Begusarai, Bihar",Gynecology
627,Dr. Shweta Menon,Female,"Begusarai, Bihar",Urology
628,Dr. Pradeep Joshi,Female,"Begusarai, Bihar",Nephrology
629,Dr. Anju Thomas,Female,"Begusarai, Bihar",Oncology
630,Dr. Sandeep Kaur,Female,"Begusarai, Bihar",Surgery
631,Dr. Manoj Pillai,Female,"Begusarai, Bihar",Fever
632,Dr. Ruchi Sinha,Female,"Begusarai, Bihar",Cough
633,Dr. Ashok Mehta,Female,"Begusarai, Bihar",Cold
634,Dr. Jyoti Rani,Female,"Begusarai, Bihar",Headache
635,Dr. Kiran Desai,Female,"Begusarai, Bihar",Stomach Pain
636,Dr. Pankaj Dubey,Female,"Begusarai, Bihar",Back Pain
637,Dr. Smita Kulkarni,Female,"Begusarai, Bihar",Diabetes
638,Dr. Abhishek Singh,Female,"Begusarai, Bihar",Hypertension
639,Dr. Radhika Nair,Female,"Begusarai, Bihar",Asthma
640,Dr. Mohan Rao,Female,"Begusarai, Bihar",Allergy
641,Dr. Preeti Sharma,Female,"Begusarai, Bihar",Migraine
642,Dr. Yogesh Patil,Female,"Begusarai, Bihar",Skin Rash
643,Dr. Anil Sahu,Female,"Begusarai, Bihar",Chest Pain
644,Dr. Suman Mishra,Female,"Begusarai, Bihar",Joint Pain
645,Dr. Rakesh Kumar,Female,"Begusarai, Bihar",Infection
646,Dr. Nidhi Verma,Female,"Begusarai, Bihar",Weakness
647,Dr. Amit Sinha,Female,"Bhagalpur, Bihar",General Medicine
648,Dr. Seema Gupta,Female,"Bhagalpur, Bihar",Pediatrics
649,Dr. Dinesh Kumar,Female,"Bhagalpur, Bihar",Dermatology
650,Dr. Pooja Singh,Female,"Bhagalpur, Bihar",Cardiology
651,Dr. Rajesh Sharma,Female,"Bhagalpur, Bihar",Neurology
652,Dr. Priya Reddy,Female,"Bhagalpur, Bihar",Orthopedics
653,Dr. Anil Kumar,Female,"Bhagalpur, Bihar",ENT
654,Dr. Sunita Singh,Female,"Bhagalpur, Bihar",Pulmonology
655,Dr. Suresh Gupta,Female,"Bhagalpur, Bihar",Gastroenterology
656,Dr. Meena Joshi,Female,"Bhagalpur, Bihar",Endocrinology
657,Dr. Amitabh Verma,Female,"Bhagalpur, Bihar",Psychiatry
658,Dr. Kavita Mishra,Female,"Bhagalpur, Bihar",Ophthalmology
659,Dr. Manoj Sinha,Female,"Bhagalpur, Bihar",Dentistry
660,Dr. Neha Pandey,Female,"Bhagalpur, Bihar",Gynecology
661,Dr. Rakesh Yadav,Female,"Bhagalpur, Bihar",Urology
662,Dr. Swati Jha,Female,"Bhagalpur, Bihar",Nephrology
663,Dr. Sanjay Das,Female,"Bhagalpur, Bihar",Oncology
664,Dr. Pooja Agarwal,Female,"Bhagalpur, Bihar",Surgery
665,Dr. Ajay Kumar,Female,"Bhagalpur, Bihar",Fever
666,Dr. Shalini Rao,Female,"Bhagalpur, Bihar",Cough
667,Dr. Deepak Singh,Female,"Bhagalpur, Bihar",Cold
668,Dr. Ritu Sinha,Female,"Bhagalpur, Bihar",Headache
669,Dr. Arvind Patel,Female,"Bhagalpur, Bihar",Stomach Pain
670,Dr. Sneha Chatterjee,Female,"Bhagalpur, Bihar",Back Pain
671,Dr. Vikram Chauhan,Female,"Bhagalpur, Bihar",Diabetes
672,Dr. Nisha Jain,Female,"Bhagalpur, Bihar",Hypertension
673,Dr. Alok Tripathi,Female,"Bhagalpur, Bihar",Asthma
674,Dr. Ramesh Babu,Female,"Bhagalpur, Bihar",Allergy
675,Dr. Vandana Iyer,Female,"Bhagalpur, Bihar",Migraine
676,Dr. Gaurav Saxena,Female,"Bhagalpur, Bihar",Skin Rash
677,Dr. Shweta Menon,Female,"Bhagalpur, Bihar",Chest Pain
678,Dr. Pradeep Joshi,Female,"Bhagalpur, Bihar",Joint Pain
679,Dr. Anju Thomas,Female,"Bhagalpur, Bihar",Infection
680,Dr. Sandeep Kaur,Female,"Bhagalpur, Bihar",Weakness
681,Dr. Manoj Pillai,Female,"Bhojpur, Bihar",General Medicine
682,Dr. Ruchi Sinha,Female,"Bhojpur, Bihar",Pediatrics
683,Dr. Ashok Mehta,Female,"Bhojpur, Bihar",Dermatology
684,Dr. Jyoti Rani,Female,"Bhojpur, Bihar",Cardiology
685,Dr. Kiran Desai,Female,"Bhojpur, Bihar",Neurology
686,Dr. Pankaj Dubey,Female,"Bhojpur, Bihar",Orthopedics
687,Dr. Smita Kulkarni,Female,"Bhojpur, Bihar",ENT
688,Dr. Abhishek Singh,Female,"Bhojpur, Bihar",Pulmonology
689,Dr. Radhika Nair,Female,"Bhojpur, Bihar",Gastroenterology
690,Dr. Mohan Rao,Female,"Bhojpur, Bihar",Endocrinology
691,Dr. Preeti Sharma,Female,"Bhojpur, Bihar",Psychiatry
692,Dr. Yogesh Patil,Female,"Bhojpur, Bihar",Ophthalmology
693,Dr. Anil Sahu,Female,"Bhojpur, Bihar",Dentistry
694,Dr. Suman Mishra,Female,"Bhojpur, Bihar",Gynecology
695,Dr. Rakesh Kumar,Female,"Bhojpur, Bihar",Urology
696,Dr. Nidhi Verma,Female,"Bhojpur, Bihar",Nephrology
697,Dr. Amit Sinha,Female,"Bhojpur, Bihar",Oncology
698,Dr. Seema Gupta,Female,"Bhojpur, Bihar",Surgery
699,Dr. Dinesh Kumar,Female,"Bhojpur, Bihar",Fever
700,Dr. Pooja Singh,Female,"Bhojpur, Bihar",Cough
701,Dr. Rajesh Sharma,Female,"Bhojpur, Bihar",Cold
702,Dr. Priya Reddy,Female,"Bhojpur, Bihar",Headache
703,Dr. Anil Kumar,Female,"Bhojpur, Bihar",Stomach Pain
704,Dr. Sunita Singh,Female,"Bhojpur, Bihar",Back Pain
705,Dr. Suresh Gupta,Female,"Bhojpur, Bihar",Diabetes
706,Dr. Meena Joshi,Female,"Bhojpur, Bihar",Hypertension
707,Dr. Amitabh Verma,Female,"Bhojpur, Bihar",Asthma
708,Dr. Kavita Mishra,Female,"Bhojpur, Bihar",Allergy
709,Dr. Manoj Sinha,Female,"Bhojpur, Bihar",Migraine
710,Dr. Neha Pandey,Female,"Bhojpur, Bihar",Skin Rash
711,Dr. Rakesh Yadav,Female,"Bhojpur, Bihar",Chest Pain
712,Dr. Swati Jha,Female,"Bhojpur, Bihar",Joint Pain
713,Dr. Sanjay Das,Female,"Bhojpur, Bihar",Infection
